位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,8s5s,桶3:中等成牌,12.68,19.40,15.85,+53.0%,+25.0%
OOP,AdQs,桶7:纯空气,12.70,18.99,12.74,+49.5%,+0.3%
OOP,AhQs,桶7:纯空气,12.70,18.99,12.74,+49.5%,+0.3%
OOP,AdQc,桶7:纯空气,12.84,19.01,12.76,+48.0%,-0.7%
OOP,AhQc,桶7:纯空气,12.84,19.01,12.76,+48.0%,-0.7%
OOP,AdJd,桶6:弱听牌,12.88,17.68,15.40,+37.3%,+19.6%
OOP,AhJh,桶6:弱听牌,12.88,17.68,15.40,+37.3%,+19.6%
OOP,AhQd,桶7:纯空气,12.89,19.06,12.79,+47.9%,-0.8%
OOP,AdQh,桶7:纯空气,12.89,19.06,12.79,+47.9%,-0.8%
OOP,5d4d,桶3:中等成牌,12.94,18.15,14.83,+40.3%,+14.6%
OOP,5h4h,桶3:中等成牌,12.94,18.15,14.83,+40.3%,+14.6%
OOP,QcJc,桶6:弱听牌,13.46,12.65,11.01,-6.1%,-18.2%
OOP,6d5d,桶3:中等成牌,13.79,19.24,15.72,+39.5%,+14.0%
OOP,6h5h,桶3:中等成牌,13.79,19.24,15.72,+39.5%,+14.0%
OOP,QdJd,桶6:弱听牌,13.86,12.66,11.02,-8.7%,-20.5%
OOP,QhJh,桶6:弱听牌,13.86,12.66,11.02,-8.7%,-20.5%
OOP,7d5d,桶3:中等成牌,14.30,19.75,16.14,+38.1%,+12.8%
OOP,7h5h,桶3:中等成牌,14.30,19.75,16.14,+38.1%,+12.8%
OOP,8d5d,桶3:中等成牌,14.76,20.15,16.46,+36.5%,+11.5%
OOP,8h5h,桶3:中等成牌,14.76,20.15,16.46,+36.5%,+11.5%
OOP,AcQc,桶6:弱听牌,14.91,20.57,17.92,+38.0%,+20.2%
OOP,As5s,桶3:中等成牌,14.98,22.20,18.14,+48.2%,+21.1%
OOP,AdQd,桶6:弱听牌,15.36,21.35,18.60,+39.0%,+21.0%
OOP,AhQh,桶6:弱听牌,15.36,21.35,18.60,+39.0%,+21.0%
OOP,6h6d,桶3:中等成牌,16.03,20.15,16.47,+25.7%,+2.7%
OOP,6s6d,桶3:中等成牌,16.50,20.38,16.65,+23.6%,+0.9%
OOP,6s6h,桶3:中等成牌,16.50,20.38,16.65,+23.6%,+0.9%
OOP,6d6c,桶3:中等成牌,16.56,20.62,16.85,+24.5%,+1.7%
OOP,6h6c,桶3:中等成牌,16.56,20.62,16.85,+24.5%,+1.7%
OOP,6s6c,桶3:中等成牌,17.23,21.34,17.43,+23.8%,+1.2%
OOP,Ad5d,桶3:中等成牌,18.73,24.82,20.28,+32.5%,+8.3%
OOP,Ah5h,桶3:中等成牌,18.73,24.82,20.28,+32.5%,+8.3%
OOP,7h7d,桶3:中等成牌,18.85,22.96,18.76,+21.8%,-0.5%
OOP,7s7d,桶3:中等成牌,19.32,23.41,19.13,+21.2%,-1.0%
OOP,7s7h,桶3:中等成牌,19.32,23.41,19.13,+21.2%,-1.0%
OOP,7d7c,桶3:中等成牌,19.38,23.59,19.27,+21.7%,-0.5%
OOP,7h7c,桶3:中等成牌,19.38,23.59,19.27,+21.7%,-0.5%
OOP,7s7c,桶3:中等成牌,20.01,24.37,19.91,+21.8%,-0.5%
OOP,8h8d,桶3:中等成牌,22.03,25.63,20.94,+16.3%,-4.9%
OOP,8d8c,桶3:中等成牌,22.49,26.12,21.34,+16.1%,-5.1%
OOP,8h8c,桶3:中等成牌,22.49,26.12,21.34,+16.1%,-5.1%
OOP,8s8d,桶3:中等成牌,22.58,26.25,21.44,+16.3%,-5.0%
OOP,8s8h,桶3:中等成牌,22.58,26.25,21.44,+16.3%,-5.0%
OOP,8s8c,桶3:中等成牌,23.17,26.93,22.00,+16.2%,-5.1%
OOP,9h9d,桶3:中等成牌,25.61,28.97,23.67,+13.1%,-7.6%
OOP,9d9c,桶3:中等成牌,25.82,29.39,24.01,+13.8%,-7.0%
OOP,9h9c,桶3:中等成牌,25.82,29.39,24.01,+13.8%,-7.0%
OOP,9s9d,桶3:中等成牌,25.91,29.67,24.24,+14.5%,-6.5%
OOP,9s9h,桶3:中等成牌,25.91,29.67,24.24,+14.5%,-6.5%
OOP,9s9c,桶3:中等成牌,26.23,30.09,24.58,+14.7%,-6.3%
OOP,ThTd,桶3:中等成牌,30.14,33.27,27.18,+10.4%,-9.8%
OOP,TdTc,桶3:中等成牌,30.32,33.63,27.47,+10.9%,-9.4%
OOP,ThTc,桶3:中等成牌,30.32,33.63,27.47,+10.9%,-9.4%
OOP,TsTd,桶3:中等成牌,30.51,33.77,27.59,+10.7%,-9.6%
OOP,TsTh,桶3:中等成牌,30.51,33.77,27.59,+10.7%,-9.6%
OOP,TsTc,桶3:中等成牌,30.78,34.13,27.88,+10.9%,-9.4%
OOP,JsJc,桶3:中等成牌,37.26,40.59,33.17,+8.9%,-11.0%
OOP,JdJc,桶3:中等成牌,37.42,40.35,32.96,+7.8%,-11.9%
OOP,JhJc,桶3:中等成牌,37.42,40.35,32.96,+7.8%,-11.9%
OOP,JsJd,桶3:中等成牌,37.63,40.63,33.19,+8.0%,-11.8%
OOP,JsJh,桶3:中等成牌,37.63,40.63,33.19,+8.0%,-11.8%
OOP,JhJd,桶3:中等成牌,37.86,40.38,32.99,+6.7%,-12.9%
OOP,QdQc,桶3:中等成牌,42.66,46.31,37.84,+8.6%,-11.3%
OOP,QhQc,桶3:中等成牌,42.66,46.31,37.84,+8.6%,-11.3%
OOP,QhQd,桶3:中等成牌,42.67,46.32,37.84,+8.6%,-11.3%
OOP,QsQc,桶3:中等成牌,42.72,46.45,37.95,+8.7%,-11.2%
OOP,QsQd,桶3:中等成牌,42.72,46.45,37.95,+8.7%,-11.2%
OOP,QsQh,桶3:中等成牌,42.72,46.45,37.95,+8.7%,-11.2%
OOP,AsAc,桶1:超强成牌,50.24,50.20,59.99,-0.1%,+19.4%
OOP,AdAc,桶1:超强成牌,50.52,50.49,60.34,-0.1%,+19.4%
OOP,AhAc,桶1:超强成牌,50.52,50.49,60.34,-0.1%,+19.4%
OOP,AsAd,桶1:超强成牌,50.63,50.37,60.20,-0.5%,+18.9%
OOP,AsAh,桶1:超强成牌,50.63,50.37,60.20,-0.5%,+18.9%
OOP,AhAd,桶1:超强成牌,50.93,50.64,60.51,-0.6%,+18.8%
OOP,Ks9s,桶1:超强成牌,76.26,65.92,78.77,-13.6%,+3.3%
OOP,Kc9c,桶1:超强成牌,76.53,65.75,78.57,-14.1%,+2.7%
