位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,Ac4c,桶7:纯空气,4.74,7.08,5.17,+49.5%,+9.1%
OOP,Ad4d,桶7:纯空气,4.74,7.08,5.17,+49.5%,+9.1%
OOP,Ah4h,桶7:纯空气,4.74,7.08,5.17,+49.5%,+9.1%
OOP,Ac5c,桶7:纯空气,4.98,7.41,5.41,+48.7%,+8.6%
OOP,Ad5d,桶7:纯空气,4.98,7.41,5.41,+48.7%,+8.6%
OOP,Ah5h,桶7:纯空气,4.98,7.41,5.41,+48.7%,+8.6%
OOP,AcTc,桶7:纯空气,5.46,9.27,6.77,+69.6%,+23.8%
OOP,AdTd,桶7:纯空气,5.46,9.27,6.77,+69.6%,+23.8%
OOP,AhTh,桶7:纯空气,5.46,9.27,6.77,+69.6%,+23.8%
OOP,KcJc,桶7:纯空气,5.55,5.95,4.34,+7.2%,-21.8%
OOP,KdJd,桶7:纯空气,5.55,5.95,4.34,+7.2%,-21.8%
OOP,KhJh,桶7:纯空气,5.55,5.95,4.34,+7.2%,-21.8%
OOP,Ac9c,桶7:纯空气,5.56,8.78,6.41,+57.9%,+15.3%
OOP,Ad9d,桶7:纯空气,5.56,8.78,6.41,+57.9%,+15.3%
OOP,Ah9h,桶7:纯空气,5.56,8.78,6.41,+57.9%,+15.3%
OOP,KcTc,桶7:纯空气,5.72,5.91,4.31,+3.3%,-24.6%
OOP,KdTd,桶7:纯空气,5.72,5.91,4.31,+3.3%,-24.6%
OOP,KhTh,桶7:纯空气,5.72,5.91,4.31,+3.3%,-24.6%
OOP,KdQc,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.2%
OOP,KhQc,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.2%
OOP,KcQd,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.2%
OOP,KhQd,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.2%
OOP,KcQh,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.2%
OOP,KdQh,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.2%
OOP,KcQc,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.3%
OOP,KdQd,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.3%
OOP,KhQh,桶7:纯空气,5.72,6.80,4.96,+18.8%,-13.3%
OOP,AcJc,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AdJd,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AhJh,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AdJc,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AhJc,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AcJd,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AhJd,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AcJh,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,AdJh,桶7:纯空气,5.84,10.05,7.33,+72.2%,+25.7%
OOP,Kc9c,桶7:纯空气,6.18,6.34,4.63,+2.7%,-25.0%
OOP,Kd9d,桶7:纯空气,6.18,6.34,4.63,+2.7%,-25.0%
OOP,Kh9h,桶7:纯空气,6.18,6.34,4.63,+2.7%,-25.0%
OOP,QcJc,桶7:纯空气,6.45,6.35,4.64,-1.5%,-28.1%
OOP,QdJd,桶7:纯空气,6.45,6.35,4.64,-1.5%,-28.1%
OOP,QhJh,桶7:纯空气,6.45,6.35,4.64,-1.5%,-28.1%
OOP,JcTc,桶7:纯空气,6.50,6.54,4.77,+0.6%,-26.6%
OOP,JdTd,桶7:纯空气,6.50,6.54,4.77,+0.6%,-26.6%
OOP,JhTh,桶7:纯空气,6.50,6.54,4.77,+0.6%,-26.6%
OOP,QcTc,桶7:纯空气,6.60,6.70,4.89,+1.5%,-25.9%
OOP,QdTd,桶7:纯空气,6.60,6.70,4.89,+1.5%,-25.9%
OOP,QhTh,桶7:纯空气,6.60,6.70,4.89,+1.5%,-25.9%
OOP,AcQc,桶7:纯空气,7.02,10.96,8.00,+56.1%,+13.9%
OOP,AdQd,桶7:纯空气,7.02,10.96,8.00,+56.1%,+13.9%
OOP,AhQh,桶7:纯空气,7.02,10.96,8.00,+56.1%,+13.9%
OOP,AdQc,桶7:纯空气,7.02,10.96,8.00,+56.0%,+13.9%
OOP,AhQc,桶7:纯空气,7.02,10.96,8.00,+56.0%,+13.9%
OOP,AcQd,桶7:纯空气,7.02,10.96,8.00,+56.0%,+13.9%
OOP,AhQd,桶7:纯空气,7.02,10.96,8.00,+56.0%,+13.9%
OOP,AcQh,桶7:纯空气,7.02,10.96,8.00,+56.0%,+13.9%
OOP,AdQh,桶7:纯空气,7.02,10.96,8.00,+56.0%,+13.9%
OOP,AcKc,桶7:纯空气,8.27,11.68,8.53,+41.2%,+3.1%
OOP,AdKd,桶7:纯空气,8.27,11.68,8.53,+41.2%,+3.1%
OOP,AhKh,桶7:纯空气,8.27,11.68,8.53,+41.2%,+3.1%
OOP,AdKc,桶7:纯空气,8.35,11.74,8.57,+40.6%,+2.7%
OOP,AhKc,桶7:纯空气,8.35,11.74,8.57,+40.6%,+2.7%
OOP,AcKd,桶7:纯空气,8.35,11.74,8.57,+40.6%,+2.7%
OOP,AhKd,桶7:纯空气,8.35,11.74,8.57,+40.6%,+2.7%
OOP,AcKh,桶7:纯空气,8.35,11.74,8.57,+40.6%,+2.7%
OOP,AdKh,桶7:纯空气,8.35,11.74,8.57,+40.6%,+2.7%
