位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,8d6d,桶7:纯空气,5.30,5.95,4.40,+12.3%,-16.9%
OOP,8s6s,桶7:纯空气,5.30,5.95,4.40,+12.3%,-16.9%
OOP,9d6d,桶7:纯空气,5.43,5.94,4.39,+9.3%,-19.1%
OOP,9s6s,桶7:纯空气,5.43,5.94,4.39,+9.3%,-19.1%
OOP,8d7d,桶7:纯空气,5.56,6.16,4.56,+10.8%,-18.0%
OOP,8s7s,桶7:纯空气,5.56,6.16,4.56,+10.8%,-18.0%
OOP,Ad4d,桶7:纯空气,5.66,9.31,6.89,+64.5%,+21.7%
OOP,As4s,桶7:纯空气,5.66,9.31,6.89,+64.5%,+21.7%
OOP,9d7d,桶7:纯空气,5.70,6.25,4.62,+9.6%,-18.9%
OOP,9s7s,桶7:纯空气,5.70,6.25,4.62,+9.6%,-18.9%
OOP,7d6d,桶7:纯空气,5.72,6.18,4.57,+8.0%,-20.1%
OOP,7s6s,桶7:纯空气,5.72,6.18,4.57,+8.0%,-20.1%
OOP,9d8d,桶7:纯空气,5.87,6.40,4.73,+8.9%,-19.4%
OOP,9s8s,桶7:纯空气,5.87,6.40,4.73,+8.9%,-19.4%
OOP,Ad8d,桶7:纯空气,6.06,10.39,7.69,+71.3%,+26.8%
OOP,As8s,桶7:纯空气,6.06,10.39,7.69,+71.3%,+26.8%
OOP,Ad9d,桶7:纯空气,6.70,10.68,7.90,+59.3%,+17.9%
OOP,As9s,桶7:纯空气,6.70,10.68,7.90,+59.3%,+17.9%
OOP,9h6h,桶6:弱听牌,6.92,7.33,5.77,+5.9%,-16.5%
OOP,8h6h,桶6:弱听牌,6.98,7.14,5.63,+2.3%,-19.4%
OOP,9h7h,桶6:弱听牌,7.21,7.68,6.05,+6.5%,-16.0%
OOP,8h7h,桶6:弱听牌,7.27,7.43,5.86,+2.3%,-19.4%
OOP,7h6h,桶6:弱听牌,7.35,7.36,5.80,+0.1%,-21.1%
OOP,9h8h,桶6:弱听牌,7.50,7.86,6.19,+4.7%,-17.5%
OOP,AdTd,桶7:纯空气,7.61,11.78,8.72,+54.9%,+14.6%
OOP,AsTs,桶7:纯空气,7.61,11.78,8.72,+54.9%,+14.6%
OOP,Ah4h,桶6:弱听牌,8.04,10.32,8.13,+28.4%,+1.2%
OOP,JdTd,桶7:纯空气,8.39,9.40,6.96,+12.2%,-17.0%
OOP,JsTs,桶7:纯空气,8.39,9.40,6.96,+12.2%,-17.0%
OOP,Ah8h,桶6:弱听牌,8.40,11.68,9.20,+39.0%,+9.5%
OOP,AdJd,桶7:纯空气,8.45,13.28,9.83,+57.2%,+16.3%
OOP,AsJs,桶7:纯空气,8.45,13.28,9.83,+57.2%,+16.3%
OOP,AsJd,桶7:纯空气,8.45,13.28,9.83,+57.2%,+16.3%
OOP,AdJs,桶7:纯空气,8.45,13.28,9.83,+57.2%,+16.3%
OOP,AdJh,桶7:纯空气,8.61,13.51,10.00,+56.9%,+16.1%
OOP,AsJh,桶7:纯空气,8.61,13.51,10.00,+56.9%,+16.1%
OOP,Ah9h,桶6:弱听牌,8.87,11.86,9.35,+33.8%,+5.4%
OOP,QdTd,桶7:纯空气,8.98,9.67,7.15,+7.7%,-20.3%
OOP,QsTs,桶7:纯空气,8.98,9.67,7.15,+7.7%,-20.3%
OOP,AhJd,桶7:纯空气,9.16,13.56,10.04,+48.1%,+9.6%
OOP,AhJs,桶7:纯空气,9.16,13.56,10.04,+48.1%,+9.6%
OOP,AhTh,桶6:弱听牌,9.71,13.06,10.29,+34.5%,+6.0%
OOP,QdJd,桶7:纯空气,9.73,10.94,8.09,+12.4%,-16.8%
OOP,QsJs,桶7:纯空气,9.73,10.94,8.09,+12.4%,-16.8%
OOP,JhTh,桶6:弱听牌,9.92,11.24,8.86,+13.3%,-10.7%
OOP,AsQd,桶7:纯空气,10.09,15.92,11.78,+57.8%,+16.8%
OOP,AdQs,桶7:纯空气,10.09,15.92,11.78,+57.8%,+16.8%
OOP,AdQd,桶7:纯空气,10.09,15.92,11.78,+57.8%,+16.8%
