位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,JdJc,桶3:中等成牌,22.63,27.69,21.10,+22.4%,-6.7%
OOP,JhJc,桶3:中等成牌,22.63,27.69,21.10,+22.4%,-6.7%
OOP,JhJd,桶3:中等成牌,22.63,27.69,21.10,+22.4%,-6.7%
OOP,KcQs,桶5:常规强听牌,24.69,22.96,24.59,-7.0%,-0.4%
OOP,KdQs,桶5:常规强听牌,24.69,22.96,24.59,-7.0%,-0.4%
OOP,KhQs,桶5:常规强听牌,24.69,22.96,24.59,-7.0%,-0.4%
OOP,QdQc,桶3:中等成牌,25.77,30.74,23.42,+19.3%,-9.1%
OOP,QhQc,桶3:中等成牌,25.77,30.74,23.42,+19.3%,-9.1%
OOP,QhQd,桶3:中等成牌,25.77,30.74,23.42,+19.3%,-9.1%
OOP,AcQs,桶5:常规强听牌,26.10,28.52,30.55,+9.3%,+17.0%
OOP,AdQs,桶5:常规强听牌,26.10,28.52,30.55,+9.3%,+17.0%
OOP,AhQs,桶5:常规强听牌,26.10,28.52,30.55,+9.3%,+17.0%
OOP,7s7c,桶4:超强听牌,26.42,30.88,28.91,+16.9%,+9.4%
OOP,7s7d,桶4:超强听牌,26.42,30.88,28.91,+16.9%,+9.4%
OOP,7s7h,桶4:超强听牌,26.42,30.88,28.91,+16.9%,+9.4%
OOP,KdKc,桶1:超强成牌,27.35,32.29,36.81,+18.1%,+34.6%
OOP,KhKc,桶1:超强成牌,27.35,32.29,36.81,+18.1%,+34.6%
OOP,KhKd,桶1:超强成牌,27.35,32.29,36.81,+18.1%,+34.6%
OOP,AdAc,桶1:超强成牌,28.97,34.18,38.97,+18.0%,+34.5%
OOP,AhAc,桶1:超强成牌,28.97,34.18,38.97,+18.0%,+34.5%
OOP,AhAd,桶1:超强成牌,28.97,34.18,38.97,+18.0%,+34.5%
OOP,KsQc,桶5:常规强听牌,29.63,25.61,27.42,-13.6%,-7.4%
OOP,KsQd,桶5:常规强听牌,29.63,25.61,27.42,-13.6%,-7.4%
OOP,KsQh,桶5:常规强听牌,29.63,25.61,27.42,-13.6%,-7.4%
OOP,AcKs,桶5:常规强听牌,31.37,32.88,35.22,+4.8%,+12.3%
OOP,AdKs,桶5:常规强听牌,31.37,32.88,35.22,+4.8%,+12.3%
OOP,AhKs,桶5:常规强听牌,31.37,32.88,35.22,+4.8%,+12.3%
OOP,9s9c,桶4:超强听牌,31.62,36.85,34.49,+16.5%,+9.1%
OOP,9s9d,桶4:超强听牌,31.62,36.85,34.49,+16.5%,+9.1%
OOP,9s9h,桶4:超强听牌,31.62,36.85,34.49,+16.5%,+9.1%
OOP,TsTc,桶4:超强听牌,34.02,39.06,36.56,+14.8%,+7.5%
OOP,TsTd,桶4:超强听牌,34.02,39.06,36.56,+14.8%,+7.5%
OOP,TsTh,桶4:超强听牌,34.02,39.06,36.56,+14.8%,+7.5%
OOP,JsJc,桶4:超强听牌,37.47,41.68,39.02,+11.2%,+4.1%
OOP,JsJd,桶4:超强听牌,37.47,41.68,39.02,+11.2%,+4.1%
OOP,JsJh,桶4:超强听牌,37.47,41.68,39.02,+11.2%,+4.1%
OOP,8c6c,桶1:超强成牌,41.21,39.67,45.22,-3.8%,+9.7%
OOP,8d6d,桶1:超强成牌,41.21,39.67,45.22,-3.8%,+9.7%
OOP,8h6h,桶1:超强成牌,41.21,39.67,45.22,-3.8%,+9.7%
OOP,AsJc,桶5:常规强听牌,41.28,33.53,35.91,-18.8%,-13.0%
OOP,AsJd,桶5:常规强听牌,41.28,33.53,35.91,-18.8%,-13.0%
OOP,AsJh,桶5:常规强听牌,41.28,33.53,35.91,-18.8%,-13.0%
OOP,AsQc,桶5:常规强听牌,41.97,35.00,37.49,-16.6%,-10.7%
OOP,AsQd,桶5:常规强听牌,41.97,35.00,37.49,-16.6%,-10.7%
OOP,AsQh,桶5:常规强听牌,41.97,35.00,37.49,-16.6%,-10.7%
OOP,AsKc,桶5:常规强听牌,42.73,36.54,39.13,-14.5%,-8.4%
OOP,AsKd,桶5:常规强听牌,42.73,36.54,39.13,-14.5%,-8.4%
OOP,AsKh,桶5:常规强听牌,42.73,36.54,39.13,-14.5%,-8.4%
OOP,QsQc,桶4:超强听牌,43.72,46.59,43.61,+6.6%,-0.3%
OOP,QsQd,桶4:超强听牌,43.72,46.59,43.61,+6.6%,-0.3%
OOP,QsQh,桶4:超强听牌,43.72,46.59,43.61,+6.6%,-0.3%
OOP,KsKc,桶4:超强听牌,50.10,50.38,47.15,+0.5%,-5.9%
OOP,KsKd,桶4:超强听牌,50.10,50.38,47.15,+0.5%,-5.9%
OOP,KsKh,桶4:超强听牌,50.10,50.38,47.15,+0.5%,-5.9%
OOP,6d6c,桶1:超强成牌,59.21,52.46,59.81,-11.4%,+1.0%
OOP,6h6c,桶1:超强成牌,59.21,52.46,59.81,-11.4%,+1.0%
OOP,6h6d,桶1:超强成牌,59.21,52.46,59.81,-11.4%,+1.0%
OOP,JsTs,桶1:超强成牌,63.35,59.34,67.65,-6.3%,+6.8%
OOP,AsAc,桶4:超强听牌,63.49,57.13,53.48,-10.0%,-15.8%
OOP,AsAd,桶4:超强听牌,63.49,57.13,53.48,-10.0%,-15.8%
OOP,AsAh,桶4:超强听牌,63.49,57.13,53.48,-10.0%,-15.8%
OOP,5s4s,桶1:超强成牌,64.40,56.68,64.62,-12.0%,+0.3%
OOP,8d8c,桶1:超强成牌,66.02,57.08,65.07,-13.5%,-1.4%
OOP,8h8c,桶1:超强成牌,66.02,57.08,65.07,-13.5%,-1.4%
OOP,8h8d,桶1:超强成牌,66.02,57.08,65.07,-13.5%,-1.4%
OOP,7s5s,桶1:超强成牌,66.42,58.30,66.46,-12.2%,+0.1%
OOP,QsJs,桶1:超强成牌,67.11,61.27,69.85,-8.7%,+4.1%
OOP,QsTs,桶1:超强成牌,67.14,61.41,70.01,-8.5%,+4.3%
OOP,9s7s,桶1:超强成牌,69.57,60.30,68.74,-13.3%,-1.2%
OOP,KsTs,桶1:超强成牌,73.29,64.79,73.86,-11.6%,+0.8%
OOP,KsJs,桶1:超强成牌,73.34,64.84,73.92,-11.6%,+0.8%
OOP,KsQs,桶1:超强成牌,73.57,64.69,73.74,-12.1%,+0.2%
OOP,Ks9s,桶1:超强成牌,74.97,65.19,74.31,-13.0%,-0.9%
OOP,AsKs,桶1:超强成牌,93.13,76.87,87.64,-17.5%,-5.9%
OOP,AsJs,桶1:超强成牌,97.64,79.52,90.65,-18.6%,-7.2%
OOP,AsTs,桶1:超强成牌,97.68,78.99,90.05,-19.1%,-7.8%
OOP,AsQs,桶1:超强成牌,97.77,79.40,90.51,-18.8%,-7.4%
OOP,As9s,桶1:超强成牌,98.81,79.09,90.16,-20.0%,-8.8%
OOP,As5s,桶1:超强成牌,101.35,80.56,91.84,-20.5%,-9.4%
OOP,As4s,桶1:超强成牌,103.49,81.73,93.17,-21.0%,-10.0%
IP,Ac2c,桶7:纯空气,3.98,5.72,5.28,+43.8%,+32.8%
IP,Ad2d,桶7:纯空气,3.98,5.72,5.28,+43.8%,+32.8%
IP,Ah2h,桶7:纯空气,3.98,5.72,5.28,+43.8%,+32.8%
IP,Ac4c,桶7:纯空气,4.40,6.02,5.56,+36.7%,+26.3%
IP,Ad4d,桶7:纯空气,4.40,6.02,5.56,+36.7%,+26.3%
IP,Ah4h,桶7:纯空气,4.40,6.02,5.56,+36.7%,+26.3%
IP,AdTc,桶7:纯空气,4.71,7.32,6.76,+55.4%,+43.6%
IP,AhTc,桶7:纯空气,4.71,7.32,6.76,+55.4%,+43.6%
IP,AcTd,桶7:纯空气,4.71,7.32,6.76,+55.4%,+43.6%
IP,AhTd,桶7:纯空气,4.71,7.32,6.76,+55.4%,+43.6%
IP,AcTh,桶7:纯空气,4.71,7.32,6.76,+55.4%,+43.6%
IP,AdTh,桶7:纯空气,4.71,7.32,6.76,+55.4%,+43.6%
IP,KdJc,桶7:纯空气,4.72,4.41,4.08,-6.4%,-13.6%
IP,KhJc,桶7:纯空气,4.72,4.41,4.08,-6.4%,-13.6%
IP,KcJd,桶7:纯空气,4.72,4.41,4.08,-6.4%,-13.6%
IP,KhJd,桶7:纯空气,4.72,4.41,4.08,-6.4%,-13.6%
IP,KcJh,桶7:纯空气,4.72,4.41,4.08,-6.4%,-13.6%
IP,KdJh,桶7:纯空气,4.72,4.41,4.08,-6.4%,-13.6%
IP,Ac7c,桶7:纯空气,4.78,6.94,6.41,+45.2%,+34.2%
